One Commander,"Browse through all your files and folders, move them to other locations, or manage documents by copying, moving or renaming them with ease"
Bigger Directories,Easily manage long paths in Windows so you can overcome the MAX_PATH limitation that commonly reduces the character limit for path strings with this app
WinNc,"A tabbed, double-sided file manager with powerful options that enable you to manipulate files while working in a user-friendly environment"
Disk Recon,"Disk space tool that shows the largest files and finds duplicates, with advanced filters for file attributes and content, charts, regex search, file transfers, and more"
Binary Browser,"View and edit hexadecimal code, generate regular expression scripts, define compound data structures and compare files, with this comprehensive tool"
EML to MBOX Converter,Convert EML messages to MBOX format in batch mode with this quick and simple-to-use software application with a standard configuration
1Tree Basic,"View the disk space occupied by all your files and folders in one window, to perform cleanup operations more easily, with this easy-to-use application"
File Viewer Plus,"Versatile file viewer that supports a wide range of formats, offers powerful editing features and even includes a batch converter"
File Viewer Express,"Manage files, edit images, play multimedia content or send e-mails with this multifunctional software application for everyday use"
Total Commander,"Replace your default method of file browsing and management with this powerful environment fitted with dual-pane navigation, and tons of operations"
BoarderZone FileBrowser,"A simple to use application that allows you to browse through the contents of any folder stored on your computer, through a set of plugins"
Immersive Explorer,Explore your disk and manage files with this simple-to-use application that features a very clean user interface and integrates with default Windows programs
Extra Subst,"Allows you to easily create virtual drives for commonly used folders to quickly access them, edit or remove them just as easily with this simple application"
liquidFOLDERS,"Functions as a relational file system, enabling you to easily organize your documents with an efficient and comprehensive software solution"
MacDrive Pro,"You can open, edit and save files on Mac disks, as well as create new disks and repair damaged ones using this intuitive and effective application"
MacDrive Standard,"A must-have application that allows you to easily share files between MAC disks and Windows, making the migration process easier"
amagno,"Create a virtual storage space and manage it to efficiently share documents with friends, colleagues or family by creating user groups"
AB Commander,A practical utility that lets you organize files and folders located on your computer in a simple manner using comprehensive tools
DeDup,"Perform comparative scans between folders, detect duplicate files and delete them by using this handy application with simple functions"
Life Tools,Create custom menus for your favorite files and websites to increase your efficiency and save precious time with this easy-to-use program
Duplicate File Finder Mini,Find large duplicate files and delete them from your computer in order to gain valuable storage space with the help of this intuitive application
Blue Explorer,"A powerful and reliable file manager intended to be a replacement for Windows Explorer, providing you with extra features, such as file shredding"
NTS File Mover,"Schedule jobs to copy, move, delete, rename, encrypt, decrypt, zip and unzip files, send them via email, or upload to FTP, Dropbox or Google"
Duplicate Remover Free,A user-friendly and effective application that you can resort to for finding and deleting all the duplicate files from your computer
Duplicate Image Remover Free,Search for and locate duplicate photos on your local drives so you can delete them and gain more disk space using this software solution
Duplicate Music Remover Free,Explore and identify duplicate audio files on your local drives so you can delete them and gain more disk space using this intuitive app
iTunes Duplicate Remover Free,"Effortlessly find duplicate videos, pictures or other files that might occupy valuable space on your iDevice or computer with this app"
LionScripts Real Location Changer,Effortlessly move files and folders from one location to another while connecting the source to the destination using symbolic links
dlFindDuplicates,A lightweight application designed to search and identify duplicate files that are stored in different directories on your computer
Free File Splitter Joiner,"Split files into equally sized parts and merge them back together by indicating any part, using this speedy and intuitive utility"
File Viewer Lite,"Open various files, from images to texts and video, and have access to various editing features by using this reliable application"
DiskInternals ZIP Repair,Repair damaged ZIP archives with the help of this lightweight piece of software that shows a list of all recoverable files before processing them
Advance Data Copy Tool,"Copy or move files from one location to another, and keep the original timestamps or customize new ones using this straightforward tool"
Path Scanner,"Find files with long paths in any specified directory, whether it is on your PC or on your server, by relying on this lightweight command line application"
Advantage VBM,"Manage your electronic documents with ease, no matter if you are at home or at work where you need to share them with your colleagues"
JExplorer,Enhance your web applications with this Java Internet Explorer API that offers developers a high degree of versatility and allows them to execute JavaScript code
muCommander Portable,"A tool that enables you to browse two different file trees in adjacent windows, allowing them to compare folders and transfer files across"
muCommander,A cross-platform file manager that features a double-sided interface where you can easily handle files and folders on your computer
EzeFile,"Search, organize, find duplicates, catalog and move images, videos and audio files on your computer without too much hassle using this software solution"
Chameleon Explorer Lite,A simple and user-friendly application aimed to replace your Windows File Explorer and allow you to work with multiple folders in tabs
Chameleon Explorer Pro,"A simple and compact application functioning as a file manager with 4 panels, so you can easily work with multiple folders simultaneously"
FS Utilities,"Index files and folders to instantly perform searches, open or delete files, calculate hashes, and view file properties using this tool"
Metro Commander,"An easy-to-use file manager that takes advantage of the Metro interface for renaming, copying, and opening files from local or remote locations"
FileVoyager,"Quickly manage files stored on your computer by exploring the folders, previewing the items, copying, moving, deleting or renaming them"
Mass Folder Level Organizer,Effortlessly reorganize the mass folder structure and grab all the existing directories automatically using this straightforward software solution
Document Manager,"A handy and easy-to-use application that allows you to organize, encrypt, hide and convert your PDF, Word, PowerPoint and Excel documents"
Project Consistency Manager,"Manage project files or folder structures, check the consistency, and auto-perform operations in bulk, such as copying, deleting or renaming files"
CopyFolder,Take advantage of the various options in which folders and their content can be copied from one place to another using this professional utility
DocFetcher,Desktop search application that enables you to look for files and folders on your computer using regular expressions to filter the results
CabPack,A compression utility which lets you create cabinet (.CAB) files by simply configuring a few elements and getting the job done fast
Advanced Directory Comparison and Synchronization,"Compare and sync folders, view pie charts with disk space usage, apply advanced file filters, set comparison rules, remove empty directories, and more"
trolCommander,"Explore, copy, paste, delete, open, move and seamlessly manage the files and folders on your computer using this intuitive utility"
Ultra File Opener,"Open, decompress, convert, edit, and print files with this approachable and handy piece of software that supports a wide range of file formats"
Altap Salamander,"A double-sided file manager that displays the contents of your drives, no matter if they are hard disks or removable ones, providing basic management controls"
SmartDoc,Organize your documents with the help of this lightweight and easy-to-use piece of software and make file management a piece of cake
FMS File Date Changer,"Modify the timestamps of files and folders in batch mode by setting new time, or by copying it from other properties or related files"
XYplorerFree,A feature-packed yet intuitive software solution that can help you speed up a wide range of operations regarding file management
Handy File Tool,"Dual-pane file browser, advanced file finder with filters, text replacer, and batch file renamer, all wrapped up in a single app"
StuffIt Expander 2011,"Access and decompress ZIP and RAR archives with the help of this responsive piece of software that should be suitable to all users, no matter their technical skills"
News-Move,Analyze archives against corruption and determine whether they are fully downloaded so you can extract them to dedicated folders via this app
Ultimate MSI to EXE Converter,"A straightforward piece of software for turning MSI files into executable items in just a matter of clicks, without demanding user experience"
XXCOPY Pro,"Manage files and folders across small company and larger enterprise-level networks and easily delete, copy, move and create backups via this app"
SoftPerfect File Access Monitor,Keep track of the file changes performed by various processes as well as the other users you are sharing the computer with this software solution
FileSearchy,"Search for files and file content on your computer, by specifying numerous parameters, using this handy and intuitive piece of software"
Total Commander CD / DVD Burning Plugin,The long-awaited Total commander plugin that gives you the possibility to burn data on CD/DVD and even create ISO/CUE files without the need of external applications
Observer,"Open and extract files from multiple types of containers, such as ISO, MSI or UDF, in FAR Manager, with the help of this reliable plug-in"
Bitrot Detector,Identify potentially undesired changes to the folders and files on your computer and acts promptly to prevent data loss or corruption via this utility
Proton,Preview and edit markdown files or plain text files without too many headaches using this simple and straightforward software solution
oMega Commander,"An intuitive and convenient file manager that allows you to copy, move, split, join or compress files, as well as manipulate folders"
File & Folder Tools,"Easily change content properties, modify creation or access times and protect your files, by using this software that features a duplicate finder and more useful functions"
myhomefiling,"Add scanned copies of important documents, organize them in cabinets, identify them easily and set helpful reminders with this app"
Digital Camera Copier,A file management application that automatically discovers devices and allows users to copy their photos and documents to a specified location
Duplicate Text Finder,Identify and delete large ANSI text files from your computer and eliminate them in a matter of seconds using this simple and straightforward app
Add Date and-or Time To Filenames Software,"Add the current time or date, as well as the date when it was last modified or accessed to a file's name, with this handy utility"
SeePlus,"View, sort, label, organize and manage documents, photos, reports and a wide variety of media files that you commonly use for your business with this tool"
UltraSearch,"Search for files on local NTFS drives without indexing them first, define filters to narrow down the results and quickly find what you are looking for"
AlomWare Purger,"Find files that are using up a lot of disk space, search for information about them and delete unnecessary items, with this intuitive application"
FolderMatch,"Compare and synchronize files and folders, remove duplicates to free up storage space and create backups of your data with this handy tool"
Listen and Delete MP3 Files Software,"Free up disk space by listening to music files and deleting the ones you no longer need with a couple of mouse clicks, with this handy piece of software"
AS-CopyJob,"Copy or move files and folders by creating a pending queue and maximizing the buffer size to increase the task speed, using this portable app"
Atom Imp File Search,"Effortlessly search for specific files on your computer using by specifying the text mode, type of search and the content you are looking for"
MediaElch,"Media manager for movies, TV shows, concerts and music, which can load missing information and images from known websites, and create NFO files for Kodi"
Save File Search Results Software,"Find important items based on their file names, filter the results and save the list to a TXT document, with this straightforward utility"
HTML Rename Multiple Files Based On Content Software,"Change the file names of one more more HTML documents based on words or metadata extracted from their contents, with this useful application"
Elyse,"Tag-based file manager to help you swiftly sort and re-organize your files, avoid duplicates, locate missing files, assign tag groups, and more"
HotFiler,"Seamlessly manage the properties of your music, video and document files quickly and effortlessly with this intuitive software solution"
inPocket software deClutter Disk,Identify the files that take the most space on your local drives and remove them to gain more space effortlessly with this software solution
Organizer,"Organize images stored locally, on Flickr or Smugmug, with this nifty application that can sort them automatically, based on date and location"
MD5,A lightweight and easy to use piece of software that enables you to learn the checksum of any file you downloaded via a third-party source
PSA File Organizer,"Rapidly organize and locate files contained in folders and subfolders according to their extension type, then move them to dedicated subdirectories"
CodeInventors Pieces,"Split files into equal volumes and swiftly reconstruct the original files by just indicating the first volume, using this speedy tool"
SynaMan,"Web-based file manager that supports remote file uploading and downloading tasks, creation of ZIP archives, and email notifications"
IP Link File Manager,Quickly transfer files from your computer to your IP Link device by turning to this application that can detect devices automatically and lets you add them manually as well
Mass Project Folder Creator,"Create several folders and subfolders, based on an existing structure, which you may duplicate, rename, then save at the indicated path"
FolderJet,Streamline your work by organizing your folders in stacks so that you can swap between them easily and quickly with this software solution
Smart Move,"Set up file or folder structures quickly, more or rename objects, find duplicates, create item lists and much more, with this complex software solution"
KMZ - KML converter,An intuitive and portable application that helps users convert files between KMZ and KML formats quickly and with minimum effort
HIPAA 834 to Excel,Convert HIPAA 834 files to Excel so you can have all data regarding the benefit enrollment and maintenance choices in the healthcare plan for your new employees
Commander,A handy file manager to quickly and easily organize the structure of your personal folders alongside some pretty helpful functions
SpeedRunner,"A powerful, yet highly intuitive multi-thread file manager that helps users get a clear overview of the files types they have in each folder"
KonanLink,"Find images, videos, songs, office documents, emails or other types of files by using this reliable and intuitive software solution"
Professional Renamer,Rename multiple files and folders at once with no more than a few mouse clicks by relying on this useful and lightweight application
Copy Files Based On Date Software,Find files on your computer based on the date they were created or when they were last accessed or modified with this software solution
Wing File Search,Search for and access files on your computer in a matter of seconds just by typing in a keyword associated with it with this tool
File Organiser,"A software application that enables users to quickly and easily manage their files and folders, with the help of a two-pane system explorer"
Desktop Explorer,"Copy, rename and preview files or folders on your local and network drives side by side with this straightforward software solution"
Kaimeisi,"Rename files in batch mode using an integrated file explorer, specify naming conditions, and preview results using this portable app"
AllMySongs Database,"An intuitive and reliable software utility that enables you to organize your audio tracks, assign them cover images and create playlists"
My File Queue,"Transfer files and folders from one location to another by creating a queue and instantly run the task or schedule it, by using this portable application"
FileBoss,"Expert-level file manager and toolbox wrapped up in a multi-tabbed dual-pane interface, featuring numerous and customizable commands for file and disk operations"
Virtual Folder,"Mount virtual disks and fill them with frequently used files and folders for quick access and better management, using this simple app"
CHECKSUM,"Create and verify SHA1, MD5 and BLAKE2 hashes via the context menu, make them uppercase or lowercase, record absolute paths, and add file extensions"
Document This,"Store and organize images, documents, songs and various other types of files into SQL databases, with this powerful software solution"
Sorty,"Organize and sort large batches of images, by assigning individualized tags to each one, in a short time, with this reliable tool"
Free Opener,"Open the most popular file types, whether they are documents, multimedia files or even archives with a single intuitive application"
DriveScan,"Manage your documents and folders with this powerful and intuitive application that allows you to make bulk copy, move and delete operations"
FFM,"A simple and user-friendly program functioning as a file manager that lets you copy, move or delete files, as well as decompress archives"
Ant Commander,Organize your files and folders for enhance navigation and quick identification with this fully customizable and flexible file manager
FileSearchy Pro,"You can locate various files on your computer by filtering the search on the contents name, designated folder, date of creation or size"
Kernel for Word,Repair any corrupt or damaged Microsoft Word file and retrieve your data with the help of this fast and easy-to-use piece of software
Hamsi Manager,A handy and comprehensive file manager that provides you with both basic and advanced features to make sure your file are in perfect order
Windowz Explorer,"Easily browse through the folders and subfolders on your computer, as well as manage files by copying, moving, deleting or renaming them"
RoMoRDuP,"Quickly synchronize folders, migrate files, remove duplicate items, as well as update playlists, with this simple to use application"
Ezyware Batch File Renamer,This is an intuitive and user-friendly application designed to rename and change the attributes of all the files inside a folder
FreeDuplicateRemover,Identify duplicate files on your computer and have them removed for more space and better performance by using this user-friendly application
FolderClone,"Have backups automatically created for important files and folders, with a powerful scheduler that can run when the computer is idle, and various filter options"
DataNumen File Splitter,"Split and join large files, compare any two files to find out if they're identical, and calculate checksums using this intuitive tool"
SysTools OST Finder,"Find Outlook OST files on the local or LAN computers, and export them to CSV format using this intuitive tool that requires domain credentials"
DiscBuild,"Prepare files and folders for disc burning by creating a task list and by moving items to different locations, using this simple tool"
iTunes Duplicates Cleaner,"Find and remove duplicate tracks from your iTunes library (entries or files on the disk), and customize comparison settings easily"
Dabel File Mover,"A simple-to-use application that allows you to copy or move files from several source directories to other ones, without requiring any expert skills"
EXEONE System Navigator,"A software utility that offers you an alternative way of viewing and handling your file system, by allowing you to perform a multitude of operations on your documents"
Organyze,"Software solution that helps you efficiently organize your data, find files on your computer and create backups, you can clean up and organize your files"
Match,"An advanced application that enables you to organize information and search for matching data in several servers, systems or mailboxes"
Free DMG Extractor,"Quickly open Mac DMG images to explore file and folder contents in a tree view, as well as to extract items on your Windows hard drive"
File Processor System,"Monitor directories to auto copy, move, delete or skip files, set up match conditions, and indicate the recurring task's frequency"
Mywe File manager,This lightweight application acts as a file manager and it is designed to reduce the time you spend browsing or searching for files/folders
FRSFileMgr,An easy-to-use piece of software designed to provide you with the ability to easily explore and manage files and folders on your computer
Aerize Explorer,"A reliable and user-friendly software solution that helps you explore folders, open files and view their properties within an intuitive GUI"
Backup Compare,"A simple to use application designed to compare two backup folders, identify the common files and highlight the changes that occured"
Just Manager,A multi-sided file manager that allows batch renaming
Easy-Data Batch File Renaming Tool,"A simple to use file managing application that enables you to select all the files of a kind form a folder, then replace their names"
BrightExplorer,A user-friendly and intuitive software solution that enables you to explore your folders within a tabbed interface resembling Windows Explorer
1-abc.net File Renamer,A small-sized and easy-to-use piece of software that is designed with the sole purpose of automatically changing file names in batch mode
BarracudaDrive,"Store, access, and share files online"
Desktop Ghost Commander,"A lightweight application designed to function as a file manager, which only takes up space on your desktop when you need to work with it"
FileMeNow,An efficient and intuitive application developed to provide you with the ability to carefully organize your documents into various functional nodes
Dynamic Browser,"Quickly find files to open, delete, rename, move or copy to other locations, filter files by type, and create a favorites list with searching folders"
1-abc.net File Replacer,"A lightweight application that enables you to perform fast replace operations on old files, by checking their size, creation date and last access information"
Find My Music,"Scan your hard disk drive for music files, have them indexed and easily play them using this lightweight, practical software application"
CTFileFilter (formerly FileFilter),An efficient software solution that you can easily use to search for specific content inside raw data files and extract it for your needs
Frigate,"A dual-pane file manager that enables you to organize your files and folders and perform common operations much easier, also providing support for FTP transfers"
Auto File Manager - MP3,A simple and effective application aimed to help you organize your MP3 music files by allowing you to copy or move them to a different folder
NGM,"Dual-pane file manager with fast directory browsing, internal ZIP packer and unpacker, command-line support, and customizable toolbar"
Explorer8,A versatile application that serves to provide a more comfortable means to explore and manage local resources on Windows 8 devices
File System Editor,"List, move and delete files, explore folders, launch and uninstall programs, and look up keywords on multiple search engines online"
Delete Files Permanently,Swiftly and permanently remove files from your computer's hard disk with the help of this unobtrusive and lightweight application
ezFiler,"Catalog files by building indexes and adding tags for easy identification, and auto-update directories with new and changed files"
Duplicates Remover,"Speedy and simple-to-use software application that aims to remove all duplicates from large dataset text, while keeping the original lines"
LD Move,"Lightweight application which enables you to easily copy or move files from one location to another, with pause and resume capabilities"
Desk & Archive,A software solution that comes as a file manager with document oriented features that allow you to organize all the files on your system
manageAttribs,"A simple-to-handle and compact program that helps you alter the file attributes (archive, hidden, system, or read-only) for multiple items at the same time"
iQ-Sync,"An application that enables you to copy, backup and synchronize your files and folders by organizing them into different projects"
File Description,"Straightforward application which enables you to identify your files and directories much more easily, by adding descriptions to them"
FileCure,"User-friendly tool that helps you scan your registry for letting you know which extensions are currently supported, schedule the scanning process, and monitor recent changes applied to file associations"
Dummy File Creator Portable,"Generate single or multiple dummy files, set the file size, and fill them with random data for various tests, such as CD burning, disk or network speed"
SyncMove,Synchronize files between storage devices
Simple Doc Organizer Home Edition,"An intuitive and easy to use application that allows you to archive, organize and manage your documents, saving them on a local or server database"
GAC Browser and Remover,An efficient and straightforward software application designed to allow you to easily locate and erase assemblies from your computer
atmfiler,"Synchronize directories or move files, start multiple data transfer tasks at once, set delays, apply wildcards, and filter files by extensions"
nuiSense pro for Windows 8.1,"A highly intuitive software solution that enables you to effortlessly manage photos, videos and PDF files when using touchscreen-enabled devices"
Untouch,Reverts files dates back if the files have not really changed.
nuiSense,A reliable and user-friendly software solution that helps you easily manage your images and videos when using touchscreen devices
DATA BANK,A simple to use software solution that makes it possible for you to store a large number of files into a password protected database
SanDisk Media Manager,An efficient and easy to use piece of software that allows you to easily transfer files between your phone device and your computer
Eclipse Commander,A useful file manager
SSuite Office - Copy Master,"Lightweight application which enables you to quickly copy a large number of files from one location to another, with just a few clicks"
FCommander,An efficient and reliable application which aims to assist you in reading and writing Cisco flash cards with a minimal amount of effort
Tabbles Portable,"A reliable and useful program designed for organizing files and folders that belong to more than one category, without copying them in multiple locations"
TC Plugins Manager,"An external plugins manager for Total Commander that allows you to enable and disable plugins with minimum effort, using low system resources"
File Fisher,"File copier and mover with advanced filters for extensions, duplicates and exclusions, an internal ZIP packer, folder structure preservation, and context menu integration"
pfFolderSize,A simple and user-friendly application that is meant to supply you with the sub-folder size information not shown by Windows Explorer
Black,A lightweight and useful software application that enables any type of person to easily and quickly manage their files and folders
MetroVault (formerly i-Memorize Freedom),"Secure file storage, search, retrieval and professional level revision control alongside personal, home, family and business management"
Contentverse,"A handy, useful and reliable application that allows you to capture, index, search, retrieve, share and manipulate information effortlessly"
Virtual Volume Creator,"Create virtual containers for storing files and folders, and easily carry them around to access, extract or update items using this intuitive tool"
EF Commander Free,A lightweight and incredibly easy to use application that enables you to manage your files thoroughly and a little better than using conventional methods
Quick View Plus,"An efficient and comprehensive software solution that enables you to view all the files and email attachments you need, instantly"
Duplicate Files Locator,Quickly find and remove duplicate files from multiple directories using this simple application that compares files by name and size
Files Count,"Count all files and file types from any drive or folder, and view results in a command-line window or CSV report using this simple tool"
Fast Image/Video/Audio Sorter,"A small, yet efficient application that provides a convenient method for moving or copying media files between folders via hotkeys"
OpDir for Windows 8,"Organize your files, folders and URL address in a better way by creating personalized categories and arranging the content in an inspired manner"
File Manager Tool,"Enables you to search for items within the contents of your hard drive, with powerful filtering capabilities and an intuitive interface"
Fileize,"Rename files in batch mode by specifying a suffix, prefix or both, and preview results using this simple and speedy software tool"
STDU Explorer,Quickly view and find books and images with the built-in engine of this interesting application allowing you to preview the contents of multimedia files
File Manager,"A lightweight, yet efficient application designed to provide a convenient method to catalog files for a better management of your data"
SyncBetter,Create a link between two folders in order to keep any kind of file synchronized with several scheduling options using this lightweight application
Filecalibur,"Analyze files, calculate checksums, change their folder paths, compare files, find duplicates, and synchronize directories using this tool"
Total Commander SkyDrive File System Plugin,An easy-to-use SkyDrive plugin for Total Commander
WX File Studio,"Software suite of tools that helps you navigate throughout your computer just like in Explorer, edit images using cropping, resizing and special effects, and work with additional system tools (e.g. change the monitor brightness and set up reminders)"
Series Rename,"Helps you to renames your TV series collection properly by mass editing lots of different files, making it easy to organize a collection"
Portable V,"Toggle between different panels view, flip through various directories, delete shortcuts, as well as personalize the layout view and use altering tools"
V,An all-purpose file manager with a dual pane interface
FileRally,Access your most commonly used files
DevGrep,"Specifically designed for developers, this file search and editing utility allows you to look for, find and manage duplicates stored on your computer"
eLibrary,"Instantly locates files and folders by putting together a search index with favorite locations, featuring auto query suggestion and completion"
A43,An intuitive application that comes packed with many useful features for helping you perform various file management operations (e.g. create ZIP archives and favorite folders)
Hakros Classifier,Sort files scattered on the computer
DirPrint,"Print out the contents of a directory on your computer or save a list of all its items to a text file, with this handy application"
Amplios Document Filer,Your barcoded docs autofiled your way!
PC Manager,"A simple and powerful software application that enables users to easily remove duplicate or rarely used files, and generate passwords"
SoftAmbulance Free Eraser,Delete files from your computer permanently and process multiple items at the same time using this tool that employs a wizard-like approach
fyle,Sort files of different types in folders and subfolders according to various criteria with little effort thanks to this application
SecureWipeDelete,"Delete files and folders permanently from your computer, wipe out partitions or the entire hard drive, apply different deletion algorithms or create your own one, and schedule tasks"
DuinoExplorer,"This simple file manager allows you to easily view and open the files on local drives, as well as to explore the contents of file servers"
Compare Files,"Compare two files (DOC, DOCX, TXT, XML, PHP, HTML) using this tiny and portable app that places them side by side and features color codes for identical and different lines"
File Renamer,"Have multiple files renamed according to various parameters you easily set, with instant feedback and fast processing with this application"
File Creator,"Create empty dummy files with any extensions to test various applications, using this straightforward tool that shows file properties"
NexusFile,"Powerful and attractive file manager that comes packed with comprehensive features for performing file operations, including a built-in archiving tool"
XJoin,"Simple application designed for splitting files into equally sized chunks, and for merging them back together with minimal user effort"
FileShred,Securely delete files and folders by any number of passes to prevent third parties from recovering your personal data using specialized tools
SIVeX,"Clear-cut and simple application which enables you to perform file management operations, such as moving, copying or deleting items"
nnDCIM,Digital Camera Image Manager
SafeFileManager,"Java-based file manager with multiple panes that can perform basic file operations, limit the transfer speed, preserve last modification dates, and verify data"
File Manager,"Counts all files from a given drive or directory and groups them by file extension, giving you the possibility to delete all files with a specific format"
FilesWizard,"Automation of routine job for files, one key will operate all files (copy or move them)"
Fast File Copy,"A user-friendly application that helps you transfer files from one location to another quickly, while allowing you to pause, resume, or cancel the copying process"
Fast File Search,"Look for files and folders in your system by partial or full name and ignore hidden and read-only items and directories (e.g. Windows data, programs, Recycle Bin)"
Easy File Search,"Search for any file on your PC, filter results using matching words, creation and modification date and apply file masks for even easier file locating"
Duplicate Filter,"Find and remove duplicate files to free up space, compare them by name, size, MP3 tag or CRC, and narrow down search results by applying filters"
