Steam Notifications Tray App,"View new Steam notifications in the system tray and read them without opening the Valve application, by using this lightweight, customizable utility"
Steam Auto Shutdown,Leave your computer running in order to download your favorite Steam games while being sure that it automatically shuts down once they are completed by relying on this lightweight tool
LoL Skins Viewer,"League of Legends companion app that can help you check which skins you own on your account, while also calculating their total RP value"
Steam Status,"Quickly check the current status of the Steam services, view how many users are online and make sure game servers are functioning correctly, with this simple application"
GamemutE,"Instantly mute the audio in any game or application that is in the foreground, with a customizable hotkey, thanks to this lightweight app"
AutoMouseLock,"Prevent the mouse cursor from moving to your secondary monitors when a full-screen application is active, with this lightweight, unobtrusive app"
SteamIDFinder,Lightweight and portable application that rapidly locates the Steam ID numbers of all users who have accessed their account from your computer
Steam Mover,"Lightweight and portable tool for changing the location of Steam apps files when the HDD is running out of free space, in order to create junction points easier"
Controller X,"Test the buttons, triggers, thumb sticks and vibration motors on your Xbox One controller, with this minimalistic, easy-to-use application"
XInput Battery Meter,"Monitor the battery level of up to four Xbox One or 360 controllers from the system tray, and receive low charge notifications, by using this intuitive, open-source app"
Guilded,"Chat with other passionate gamers, create teams, recruit new members for your guild by employing the service of this cross-platform app"
Xiaomi Gamepad to Xbox 360 controller Mapper,Lightweight utility that remaps the controls of the Xiaomi gamepad to make the operating system see it as an Xbox 360 controller
Playfire,"Manage your game library, track your in-game progress, get rewards for playing, keep in touch with your friends and acquire new content"
Razer Game Booster,Make sure your games are running at peak performance by tweaking Windows registry keys and system settings for optimizing games via this tool
Project64,Enjoy playing your favorite Nintendo 64 titles and relive the cherished memories of your childhood or teen years using this straightforward tool
Smart Game Booster,"Boost your PC's performance during gaming sessions, tweak system performance and monitor FPS and temps in-game, with this easy-to-use application"
Steam Cleaner,"Seamlessly remove leftover files after uninstalling games via Steam, Origin, Uplay or GoG Galaxy using this software application"
SteamVR Performance Test,"Test your system's performance in order to determine if it is capable of powering a VR headset, with this useful benchmarking utility"
eXtreme Games Manager,"Store detailed information about movies, grab data from the Internet by specifying the movie title or scanning the barcode, create backups, and work with a loan manager and script editor"
Generic Mod Enabler (jsgme),"Install and uninstall game mods with ease by creating a mod library, and take snapshots of game files to later compare them and check for differences"
ISO2GoD,Convert your Xbox 360 or Xbox 1 ISO images to GOD containers (Games On Demand) by using this straightforward and intuitive software solution
SteamHttpCacheView,"View Steam's httpcache folder contents, remove files from the computer to free up space, and export information to file using this approachable and portable app"
SteamFixer,A lightweight piece of software that was especially created to deal with various problems that prevented users to properly use Steam
GameBase,An application that organizes your games and allows you to integrate various types of emulators to maintain your video game collection
GameList Plus,A video game collection manager.
